category,main_category,goal,outcome,backers,country
Indie Rock,Music,2000,successful,58,US
Fiction,Publishing,7500,failed,6,US
Hip-Hop,Music,5000,failed,6,US
Illustration,Art,3000,successful,44,US
Pottery,Crafts,2000,successful,59,AU
Fashion,Fashion,5000,failed,13,NZ
Hip-Hop,Music,8000,failed,18,DE
Country & Folk,Music,10000,successful,77,US
Music,Music,1000,successful,34,US
Country & Folk,Music,300,successful,9,US
Film & Video,Film & Video,70000,canceled,192,DE
World Music,Music,3000,successful,88,CA
DIY,Crafts,3000,failed,1,US
Sound,Technology,80000,successful,216,US
Webseries,Film & Video,750,failed,1,US
Art,Art,3675,successful,132,US
Calendars,Publishing,3500,successful,1119,US
Webseries,Film & Video,200,failed,5,US
Documentary,Film & Video,5000,successful,234,US
Music,Music,20000,successful,202,US
Video Games,Games,1500,failed,8,US
Food,Food,2000,failed,5,US
Painting,Art,12000,canceled,47,ES
Animation,Film & Video,500,failed,3,IE
Video Games,Games,3000,canceled,0,US
Gaming Hardware,Games,19500,failed,10,US
Software,Technology,2000,failed,17,US
Documentary,Film & Video,5000,successful,284,US
Events,Food,1000,failed,1,US
Comics,Comics,250,successful,18,US
Art Books,Publishing,35000,failed,68,US
Tabletop Games,Games,10500,successful,226,US
Theater,Theater,4000,successful,48,GB
Photobooks,Photography,1500,failed,1,US
Drinks,Food,15000,failed,22,US
Rock,Music,5000,successful,106,US
Plays,Theater,125000,failed,9,MX
Food,Food,12000,failed,26,US
Music,Music,24550,canceled,11,US
Documentary,Film & Video,20000,canceled,0,US
Small Batch,Food,19800,failed,14,US
Shorts,Film & Video,16000,canceled,9,US
Apps,Technology,4800,successful,420,US
Hip-Hop,Music,500,failed,0,US
Graphic Design,Design,600,failed,1,US
Art,Art,500,successful,181,US
Country & Folk,Music,1000,successful,21,US
Graphic Design,Design,20000,failed,9,US
DIY,Crafts,15000,failed,1,US
Food,Food,2500,failed,17,US
Shorts,Film & Video,500,failed,4,US
Hardware,Technology,200000,failed,4,US
World Music,Music,6000,failed,0,US
Product Design,Design,5000,canceled,0,US
Illustration,Art,7200,failed,8,US
Electronic Music,Music,200,successful,10,US
Nonfiction,Publishing,6500,failed,35,GB
Mixed Media,Art,295,failed,2,US
World Music,Music,3000,successful,6,US
Documentary,Film & Video,5000,successful,20,US
Shorts,Film & Video,6000,successful,90,US
Publishing,Publishing,16000,successful,684,GB
Jewelry,Fashion,500,successful,59,GB
Rock,Music,500,failed,2,US
Art,Art,800,successful,72,US
Film & Video,Film & Video,8000,failed,1,US
Country & Folk,Music,1000,failed,0,US
Publishing,Publishing,5000,successful,53,US
Animation,Film & Video,7175,failed,0,US
Country & Folk,Music,5000,successful,94,US
Shorts,Film & Video,3000,successful,46,US
Classical Music,Music,4000,successful,82,US
Art,Art,25000,failed,44,US
Video Games,Games,4800,failed,2,US
Tabletop Games,Games,10000,successful,787,US
Conceptual Art,Art,4500,failed,25,US
Hardware,Technology,5000,failed,3,US
Country & Folk,Music,4000,successful,62,US
Conceptual Art,Art,600,failed,3,ES
Faith,Music,100,successful,8,ES
Theater,Theater,3500,successful,28,US
Film & Video,Film & Video,1000,failed,0,US
Web,Journalism,1000,failed,2,GB
Drinks,Food,5000,successful,53,US
Comic Books,Comics,8000,successful,524,US
Video Games,Games,20000,canceled,14,US
Product Design,Design,60000,canceled,85,US
Webseries,Film & Video,1000,failed,0,US
Product Design,Design,2500,failed,6,US
Food Trucks,Food,55000,failed,0,US
Events,Comics,2000,canceled,1,US
Documentary,Film & Video,3000,failed,5,US
Technology,Technology,5000,failed,2,US
Documentary,Film & Video,11000,successful,40,US
Indie Rock,Music,3000,failed,8,US
Web,Journalism,6000,failed,4,US
Software,Technology,15000,failed,7,US
Music,Music,5,successful,54,US
Nonfiction,Publishing,7000,failed,0,US
Fashion,Fashion,12000,failed,41,US
Shorts,Film & Video,9000,failed,0,US
Apps,Technology,2500,failed,3,US
Software,Technology,10000,canceled,2,US
Jazz,Music,7500,successful,88,US
Fashion,Fashion,800,failed,9,US
Woodworking,Crafts,250,successful,21,US
Theater,Theater,15000,successful,116,US
Software,Technology,7500,failed,46,US
Video,Journalism,12000,failed,3,US
Crochet,Crafts,100,successful,5,CA
Webseries,Film & Video,5000,failed,14,US
Children's Books,Publishing,10000,failed,4,US
Tabletop Games,Games,11000,failed,5,NL
Digital Art,Art,3000,failed,1,IT
Photography,Photography,300,failed,0,US
Indie Rock,Music,3500,successful,59,US
Performances,Dance,10000,successful,71,US
Festivals,Theater,400,successful,14,US
Shorts,Film & Video,5500,successful,54,US
Apps,Technology,100000,canceled,9,CA
Music,Music,10000,failed,12,US
Flight,Technology,4000,failed,5,US
Playing Cards,Games,10000,canceled,465,GB
Indie Rock,Music,10000,failed,9,US
Web,Technology,25000,failed,2,CA
Fiction,Publishing,8000,failed,0,US
Drama,Film & Video,400,failed,3,US
Art,Art,400,canceled,0,US
Jazz,Music,3200,failed,0,US
Events,Food,3250,failed,6,US
Flight,Technology,1000000,failed,3,US
Fashion,Fashion,750,failed,3,US
Music,Music,6000,successful,36,FR
Video Games,Games,5000,failed,12,US
Painting,Art,2000,successful,25,US
Jazz,Music,5000,failed,31,US
Games,Games,2000,successful,44,US
Shorts,Film & Video,750,successful,35,US
Crafts,Crafts,20000,failed,28,US
Fashion,Fashion,15000,successful,121,US
Product Design,Design,24250,successful,274,US
Narrative Film,Film & Video,35000,failed,17,US
Young Adult,Publishing,6600,successful,63,US
Mixed Media,Art,8500,successful,79,US
Shorts,Film & Video,3499,successful,39,US
Indie Rock,Music,1500,successful,12,US
Product Design,Design,15000,successful,1273,SG
Fiction,Publishing,700,failed,0,US
Metal,Music,500,successful,32,US
Radio & Podcasts,Publishing,3000,successful,51,US
Webseries,Film & Video,15000,failed,53,US
Art,Art,6000,failed,6,US
Glass,Crafts,500,successful,23,US
Fashion,Fashion,1500,failed,1,US
Product Design,Design,1101000,canceled,2,US
Television,Film & Video,100000,failed,26,FR
Apparel,Fashion,2500,failed,3,US
Poetry,Publishing,1200,failed,1,US
Product Design,Design,10000,successful,82,US
Mobile Games,Games,100000,failed,0,GB
Rock,Music,3500,successful,97,US
Fashion,Fashion,1000,failed,1,US
Product Design,Design,100000,failed,35,US
Narrative Film,Film & Video,48000,canceled,0,US
Apps,Technology,600000,failed,6,MX
Film & Video,Film & Video,10000,canceled,1,FR
Apparel,Fashion,1600,canceled,4,GB
Horror,Film & Video,15000,failed,8,US
Publishing,Publishing,4500,failed,33,US
Woodworking,Crafts,10000,failed,2,US
Narrative Film,Film & Video,55000,failed,27,US
Comics,Comics,5000,failed,15,US
Narrative Film,Film & Video,20000,failed,18,US
Video Games,Games,40000,canceled,45,CA
Television,Film & Video,5000,failed,6,US
Digital Art,Art,1000,failed,0,US
Apparel,Fashion,1000,failed,2,US
Graphic Design,Design,200,failed,5,US
Nonfiction,Publishing,7000,failed,3,US
Shorts,Film & Video,3000,successful,40,US
Radio & Podcasts,Publishing,2500,failed,0,US
Shorts,Film & Video,1000,canceled,1,US
Nonfiction,Publishing,20000,successful,222,US
Playing Cards,Games,20000,failed,0,CA
Publishing,Publishing,2400,successful,28,CA
Webcomics,Comics,750,successful,31,US
Hip-Hop,Music,10000,successful,85,US
Nature,Photography,2500,failed,0,US
Fabrication Tools,Technology,200000,failed,0,IT
Mobile Games,Games,5000,failed,3,US
Classical Music,Music,5000,successful,44,US
Fine Art,Photography,2000,failed,15,US
Latin,Music,1500,failed,1,US
Graphic Novels,Comics,3000,failed,8,US
Drinks,Food,35000,failed,4,GB
Rock,Music,1200,canceled,9,US
Jazz,Music,6500,successful,86,US
Illustration,Art,400,successful,18,US
Design,Design,7000,successful,235,US
Food,Food,6000,failed,0,GB
Product Design,Design,15000,successful,163,US
Horror,Film & Video,100,successful,10,GB
Video Games,Games,100000,successful,563,SE
Games,Games,5000,failed,2,US
Art,Art,5000,failed,1,US
Comedy,Film & Video,900,successful,25,US
Comic Books,Comics,3000,successful,158,US
Video Games,Games,50000,successful,171,US
Makerspaces,Technology,20000,canceled,0,US
Documentary,Film & Video,9000,failed,22,US
Music Videos,Film & Video,25000,failed,21,US
Hardware,Technology,150000,failed,14,GB
Nonfiction,Publishing,30000,failed,1,US
Food Trucks,Food,26585,failed,23,US
Horror,Film & Video,38000,successful,494,US
Rock,Music,6500,failed,0,US
Farmer's Markets,Food,2000,failed,2,US
Product Design,Design,15000,canceled,24,US
Narrative Film,Film & Video,7000,successful,67,US
Web,Technology,7000,successful,497,US
Food,Food,10000,failed,0,US
Fiction,Publishing,6000,successful,99,US
Classical Music,Music,1500,successful,36,US
Music,Music,4500,successful,278,US
Art,Art,11500,successful,379,US
Playing Cards,Games,10001,failed,25,NL
Narrative Film,Film & Video,5000,successful,820,US
Product Design,Design,140000,successful,128,SE
Apparel,Fashion,50000,failed,0,US
Shorts,Film & Video,6000,failed,4,US
Documentary,Film & Video,88000,failed,78,CA
Shorts,Film & Video,3000,successful,71,US
Mobile Games,Games,500,successful,28,US
Comics,Comics,15000,successful,405,US
Playing Cards,Games,15000,successful,279,US
Apparel,Fashion,10000,successful,45,US
Shorts,Film & Video,5000,failed,32,US
Mixed Media,Art,5000,failed,4,US
Fashion,Fashion,30000,failed,0,US
Graphic Design,Design,4000,failed,4,US
Mobile Games,Games,15000,failed,0,US
Drama,Film & Video,1000,failed,4,US
Gadgets,Technology,6000,failed,3,US
People,Photography,29300,successful,220,AU
Fiction,Publishing,1000,successful,27,US
Comic Books,Comics,8400,failed,5,US
Children's Books,Publishing,49,successful,24,US
Film & Video,Film & Video,7000,successful,111,US
Product Design,Design,30000,failed,177,CA
Fiction,Publishing,1200,successful,29,US
Nonfiction,Publishing,10000,failed,0,US
Hip-Hop,Music,3000,failed,0,US
Music,Music,160,successful,7,GB
Jewelry,Fashion,15000,failed,3,US
Indie Rock,Music,4000,failed,27,US
Webseries,Film & Video,1000,failed,0,US
Poetry,Publishing,1500,failed,3,US
Jewelry,Fashion,660,successful,29,US
Apparel,Fashion,5000,successful,60,US
Theater,Theater,300,successful,8,US
Playing Cards,Games,1500,successful,117,US
Apps,Technology,10000,failed,9,GB
Apparel,Fashion,4000,failed,8,GB
Performance Art,Art,25000,failed,0,US
Country & Folk,Music,1050,successful,45,US
Narrative Film,Film & Video,12000,successful,149,US
Conceptual Art,Art,2016,canceled,8,US
Indie Rock,Music,3000,successful,83,US
Shorts,Film & Video,1000,canceled,1,US
Drama,Film & Video,20000,successful,313,US
Publishing,Publishing,1000,successful,19,US
Musical,Theater,3000,successful,80,GB
Indie Rock,Music,3500,failed,0,US
Apps,Technology,1900,failed,3,IT
Apparel,Fashion,10000,failed,0,US
Film & Video,Film & Video,16000,successful,129,US
Art,Art,5000,failed,0,AU
Electronic Music,Music,3500,successful,19,US
Product Design,Design,25000,failed,297,US
Performance Art,Art,3600,failed,10,US
Video Games,Games,47000,canceled,194,GB
Film & Video,Film & Video,18000,canceled,0,"N,0"""
Illustration,Art,1800,canceled,7,US
Painting,Art,10000,successful,218,GB
Gadgets,Technology,10000,successful,765,US
Video Art,Art,18000,failed,1,US
Playing Cards,Games,6500,canceled,30,US
Video Games,Games,250000,canceled,9,US
Music,Music,2300,failed,5,US
Product Design,Design,2500,failed,9,GB
Design,Design,75000,canceled,38,US
Food,Food,7000,failed,6,US
Product Design,Design,25000,failed,47,US
Fine Art,Photography,800,canceled,0,US
Movie Theaters,Film & Video,25000,failed,0,CA
Farms,Food,160000,failed,3,US
Television,Film & Video,20000,failed,0,US
Product Design,Design,500,successful,131,US
Product Design,Design,12500,canceled,31,US
Sculpture,Art,1200,canceled,0,US
Technology,Technology,39000,canceled,12,AT
Documentary,Film & Video,1500,successful,12,US
Design,Design,500,successful,17,MX
Video Art,Art,800,failed,3,US
Crafts,Crafts,500,successful,32,US
Vegan,Food,7500,successful,173,US
Art,Art,1000,successful,29,GB
Farmer's Markets,Food,50000,canceled,0,US
Documentary,Film & Video,50000,failed,8,US
Webseries,Film & Video,8000,successful,39,US
Comics,Comics,6000,canceled,0,US
Sound,Technology,50000,successful,25412,US
Narrative Film,Film & Video,10000,failed,5,GB
Nonfiction,Publishing,1000,failed,1,US
Faith,Music,7500,failed,10,US
Nonfiction,Publishing,2450,successful,100,US
Flight,Technology,10000,canceled,17,US
Music,Music,10000,failed,1,US
Film & Video,Film & Video,15000,failed,3,US
Art,Art,250,failed,1,CA
Apparel,Fashion,750,canceled,1,US
Illustration,Art,5000,failed,4,US
Musical,Theater,100000,failed,0,US
Footwear,Fashion,13500,failed,4,US
Comedy,Film & Video,9050,failed,15,US
Film & Video,Film & Video,25000,failed,18,GB
Comics,Comics,20000,failed,4,US
Music,Music,15087,successful,644,US
Film & Video,Film & Video,740,failed,16,US
Comic Books,Comics,10,successful,9,GB
Sound,Technology,8000,successful,181,GB
Indie Rock,Music,6049,successful,79,US
Television,Film & Video,17020,failed,18,US
Periodicals,Publishing,12000,failed,128,US
Indie Rock,Music,200,failed,0,US
Tabletop Games,Games,100,successful,45,US
Apps,Technology,5000,failed,0,GB
Design,Design,50000,failed,0,US
Art,Art,2000,successful,37,US
Gadgets,Technology,10000,failed,7,GB
Tabletop Games,Games,3500,successful,48,US
Publishing,Publishing,8500,successful,15,US
Music,Music,200,successful,1,GB
Video Games,Games,7000,canceled,9,GB
Fabrication Tools,Technology,1200,failed,2,US
Metal,Music,850,successful,30,US
Indie Rock,Music,4000,successful,45,US
Apps,Technology,2000,failed,3,GB
Dance,Dance,5000,successful,91,US
Games,Games,3000,failed,0,GB
Technology,Technology,1600,failed,24,US
Accessories,Fashion,25000,successful,744,US
Documentary,Film & Video,7500,failed,0,US
Games,Games,1800000,failed,420,US
Technology,Technology,10000,failed,0,US
Flight,Technology,20000,failed,3,US
Periodicals,Publishing,4000,failed,25,FR
Ready-to-wear,Fashion,10000,failed,6,US
Comic Books,Comics,1800,successful,57,AU
Technology,Technology,13000,failed,0,US
Narrative Film,Film & Video,12000,failed,2,US
Shorts,Film & Video,15000,successful,136,US
Technology,Technology,60000,failed,2,US
Documentary,Film & Video,80000,failed,13,US
Nonfiction,Publishing,18000,failed,37,US
Apps,Technology,25000,failed,15,US
Technology,Technology,40000,successful,145,US
Wearables,Technology,100000,canceled,248,US
Video Games,Games,6000,successful,116,US
Fashion,Fashion,10000,failed,11,US
Fashion,Fashion,22000,failed,39,US
Theater,Theater,5000,successful,57,US
Product Design,Design,900,failed,2,DE
Documentary,Film & Video,25000,failed,0,US
Crafts,Crafts,2000,failed,1,GB
Comics,Comics,300,failed,7,US
Theater,Theater,100000,failed,227,CA
Fine Art,Photography,1000,successful,16,US
Country & Folk,Music,10000,failed,75,CA
Product Design,Design,15000,failed,1,US
Community Gardens,Food,6500000,failed,2,US
Shorts,Film & Video,18000,successful,231,US
Video Games,Games,100000,canceled,22,US
Playing Cards,Games,5000,failed,4,CA
Comic Books,Comics,20000,failed,2,US
Tabletop Games,Games,500,successful,1134,US
Games,Games,25000,canceled,0,US
Food,Food,5000,successful,114,US
Technology,Technology,22500,failed,0,US
Product Design,Design,2500,successful,243,US
Product Design,Design,25000,successful,14,FR
Documentary,Film & Video,2500,successful,53,US
Children's Books,Publishing,2200,failed,0,US
Playing Cards,Games,9000,successful,868,US
Theater,Theater,15000,successful,60,US
Publishing,Publishing,150000,failed,1,US
Tabletop Games,Games,15000,canceled,420,US
Television,Film & Video,2646000,failed,0,US
Ceramics,Art,4000,successful,56,US
Shorts,Film & Video,5000,failed,5,US
Fine Art,Photography,5000,failed,1,AU
Restaurants,Food,20000,successful,176,US
Music Videos,Film & Video,500,successful,9,US
Pop,Music,4000,failed,2,US
Comic Books,Comics,6000,failed,9,US
Video Games,Games,15000,successful,1294,FR
Photography,Photography,5500,failed,34,US
Rock,Music,5000,successful,61,US
Music Videos,Film & Video,10000,successful,34,US
Technology,Technology,1200000,failed,0,US
Sculpture,Art,300,successful,23,US
Food,Food,12500,failed,6,US
Comedy,Film & Video,5500,successful,80,US
Jewelry,Fashion,1000,successful,34,SG
Performances,Dance,12000,successful,80,US
Film & Video,Film & Video,1900,successful,35,US
Tabletop Games,Games,13200,failed,6,GB
Food,Food,45000,failed,6,DE
Technology,Technology,18750,failed,1,US
Documentary,Film & Video,22000,successful,207,US
Farmer's Markets,Food,4000,failed,0,US
Product Design,Design,13000,failed,0,US
Film & Video,Film & Video,1000,successful,35,US
Music,Music,15000,failed,1,US
Horror,Film & Video,1000,successful,22,GB
Painting,Art,200,successful,7,US
Product Design,Design,25000,successful,17,US
Food,Food,1650,successful,80,GB
Gadgets,Technology,2500,failed,13,DE
Web,Technology,10000,failed,1,US
Video Games,Games,5000,failed,24,US
Product Design,Design,5000,failed,33,US
Children's Books,Publishing,5000,successful,77,US
Apps,Technology,350000,failed,2,US
Indie Rock,Music,700,canceled,1,US
Comics,Comics,300,successful,11,US
Comics,Comics,450,successful,114,US
Video Games,Games,200000,failed,136,MX
Rock,Music,1000,successful,37,US
World Music,Music,3000,successful,63,US
Fashion,Fashion,1200,successful,28,US
Children's Books,Publishing,1200,failed,21,US
Kids,Music,10000,failed,3,US
Crafts,Crafts,400,failed,0,GB
Fashion,Fashion,30000,failed,1,US
Web,Journalism,5000,failed,3,US
Publishing,Publishing,13712,failed,12,US
Musical,Theater,1000,successful,10,US
Product Design,Design,40000,failed,2,US
Musical,Theater,5000,successful,77,US
Nonfiction,Publishing,2000,failed,5,US
Public Art,Art,20000,failed,3,US
Woodworking,Crafts,3000,failed,6,US
Family,Film & Video,5000,failed,0,US
