customerid,tenure,phoneservice,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
6851-WEFYX,35,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.80,3437.50,False
2985-JUUBZ,40,Yes,DSL,Month-to-month,Yes,Electronic check,74.55,3015.75,False
6390-DSAZX,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,73.60,73.60,True
0895-LMRSF,23,Yes,DSL,One year,Yes,Bank transfer (automatic),64.90,1509.80,False
8098-LLAZX,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.45,396.10,True
8266-VBFQL,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.40,356.65,False
8181-YHCMF,68,No,DSL,Two year,No,Credit card (automatic),60.30,4109.00,False
2240-HSJQD,38,Yes,Fiber optic,Month-to-month,Yes,Mailed check,81.85,3141.70,False
1248-DYXUB,52,Yes,No,Two year,No,Mailed check,24.80,1229.10,False
0265-EDXBD,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.90,2303.35,True
4115-BNPJY,29,Yes,DSL,Two year,No,Mailed check,75.55,2054.40,False
3167-SNQPL,38,Yes,Fiber optic,Month-to-month,No,Electronic check,101.15,3741.85,False
4091-TVOCN,48,Yes,DSL,One year,Yes,Credit card (automatic),78.75,3682.45,False
1098-TDVUQ,1,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,False
7277-OZCGZ,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.05,1886.25,False
1557-EMYVT,43,Yes,Fiber optic,Two year,No,Credit card (automatic),115.05,4895.10,False
2799-ARNLO,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.35,341.60,False
7563-BIUPC,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.60,415.55,True
5027-YOCXN,51,Yes,Fiber optic,One year,No,Credit card (automatic),110.05,5686.40,False
3973-SKMLN,71,Yes,No,Two year,Yes,Credit card (automatic),19.90,1355.10,False
2321-OMBXY,38,Yes,DSL,One year,No,Credit card (automatic),80.30,3058.65,True
2840-XANRC,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.15,2231.05,True
6745-JEFZB,35,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),91.50,3236.35,False
5020-ZSTTY,54,Yes,DSL,One year,No,Bank transfer (automatic),82.45,4350.10,True
9880-TDQAC,72,No,DSL,Two year,Yes,Electronic check,60.00,4264.00,False
8705-WZCYL,1,Yes,DSL,Month-to-month,Yes,Electronic check,44.80,44.80,False
7102-JJVTX,9,Yes,DSL,One year,No,Mailed check,48.60,422.30,False
8626-PTQGE,69,No,DSL,Two year,Yes,Bank transfer (automatic),60.05,4176.70,False
4983-CLMLV,52,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),102.70,5138.10,False
5701-YVSVF,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.90,880.05,False
5804-LEPIM,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.35,139.05,True
5697-GOMBF,28,No,DSL,Month-to-month,Yes,Electronic check,35.90,973.65,False
2739-CACDQ,17,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,False
9385-EHGDO,35,Yes,No,Two year,Yes,Mailed check,19.85,739.35,False
9498-FIMXL,8,Yes,No,One year,Yes,Mailed check,19.20,161.95,False
2379-GYFLQ,46,Yes,Fiber optic,One year,Yes,Credit card (automatic),94.90,4422.95,False
0122-OAHPZ,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.85,511.25,True
2868-SNELZ,2,Yes,Fiber optic,Month-to-month,No,Mailed check,80.60,155.80,True
4322-RCYMT,68,Yes,DSL,One year,Yes,Bank transfer (automatic),75.80,5293.95,True
6680-NENYN,43,Yes,Fiber optic,Two year,Yes,Electronic check,104.60,4759.85,True
2088-IEBAU,68,Yes,DSL,Two year,Yes,Electronic check,88.15,6148.45,False
7982-VCELR,36,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.80,3565.65,False
1343-EHPYB,63,Yes,Fiber optic,Month-to-month,Yes,Electronic check,103.40,6603.00,True
6035-BXTTY,32,Yes,DSL,Month-to-month,No,Bank transfer (automatic),54.65,1830.10,False
6885-PKOAM,71,Yes,DSL,Two year,No,Credit card (automatic),85.75,6223.80,False
7520-HQWJU,66,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,False
9639-BUJXT,63,Yes,No,One year,No,Mailed check,20.50,1328.15,False
5924-SNGKP,41,Yes,No,One year,Yes,Credit card (automatic),20.25,865.00,False
0021-IKXGC,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,72.10,72.10,False
2034-GDRCN,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.40,168.20,True
8966-SNIZF,70,Yes,No,Two year,No,Bank transfer (automatic),19.45,1303.50,False
6243-OZGFH,23,No,DSL,Month-to-month,Yes,Electronic check,44.95,996.85,False
4654-DLAMQ,64,Yes,Fiber optic,One year,No,Bank transfer (automatic),97.00,6430.90,False
0513-RBGPE,37,Yes,DSL,Two year,Yes,Credit card (automatic),62.80,2278.75,False
5160-UXJED,17,Yes,DSL,One year,No,Mailed check,44.60,681.40,False
4115-NZRKS,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.15,574.35,False
0219-YTZUE,4,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.80,371.90,True
0623-IIHUG,21,No,DSL,Month-to-month,Yes,Electronic check,41.90,840.10,True
4572-DVCGN,10,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.25,846.00,True
3351-NGXYI,16,Yes,DSL,Month-to-month,Yes,Electronic check,54.10,889.00,False
8984-EYLLL,64,Yes,Fiber optic,Two year,Yes,Electronic check,105.25,6823.40,False
9057-MSWCO,27,No,DSL,Month-to-month,No,Credit card (automatic),30.75,805.10,True
9833-TGFHX,42,Yes,Fiber optic,One year,No,Electronic check,97.10,4016.75,False
9294-TDIPC,5,Yes,No,Month-to-month,No,Mailed check,20.20,83.75,False
5229-DTFYB,41,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),98.80,3959.15,False
0104-PPXDV,58,Yes,DSL,One year,No,Credit card (automatic),50.30,2878.55,False
5176-LMJXE,47,Yes,No,Two year,Yes,Mailed check,20.55,945.70,False
3583-KRKMD,18,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.90,1373.05,False
1010-DIAUQ,5,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),96.50,492.55,True
9069-LGEUL,23,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.00,False
7302-ZHMHP,1,Yes,No,Month-to-month,No,Mailed check,19.15,19.15,False
9571-EDEBV,71,Yes,Fiber optic,One year,Yes,Credit card (automatic),98.65,6962.85,False
3520-FJGCV,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),112.60,8126.65,False
6563-VRERX,33,Yes,No,One year,No,Mailed check,20.60,690.25,False
0259-GBZSH,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.65,181.50,True
6122-EFVKN,24,No,DSL,Two year,No,Mailed check,35.75,830.80,False
2805-EDJPQ,56,Yes,Fiber optic,One year,Yes,Credit card (automatic),99.75,5608.40,False
6862-CQUMB,37,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),96.10,3646.80,False
7156-MXBJE,43,Yes,DSL,One year,No,Credit card (automatic),85.10,3662.25,False
6158-HDPXZ,1,No,DSL,Month-to-month,No,Mailed check,25.35,25.35,False
9601-BRXPO,25,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.50,True
2863-IMQDR,61,Yes,DSL,Two year,No,Electronic check,89.65,5308.70,False
5686-CMAWK,17,Yes,Fiber optic,One year,No,Electronic check,86.75,1410.25,False
5651-CRHKQ,41,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),86.20,3339.05,False
6905-NIQIN,1,Yes,DSL,Month-to-month,No,Mailed check,50.65,50.65,True
8204-YJCLA,72,No,DSL,Two year,Yes,Bank transfer (automatic),64.80,4732.35,False
5167-ZFFMM,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.85,90.85,True
6583-SZVGP,48,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),108.10,5067.45,False
4895-TMWIR,11,Yes,No,Month-to-month,No,Mailed check,19.95,214.75,True
0533-BNWKF,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.45,4874.70,True
1708-PBBOA,42,No,DSL,One year,Yes,Electronic check,54.75,2348.45,False
8782-LKFPK,44,Yes,Fiber optic,Month-to-month,Yes,Mailed check,90.40,4063.00,False
5522-JBWMO,1,Yes,DSL,Month-to-month,No,Electronic check,44.00,44.00,False
3597-MVHJT,27,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.60,2595.25,False
9774-NRNAU,27,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),84.80,2309.55,False
0224-RLWWD,2,Yes,DSL,Month-to-month,Yes,Electronic check,44.30,89.30,False
9967-ATRFS,19,Yes,No,Month-to-month,No,Mailed check,19.90,367.55,False
3951-NJCVI,42,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.05,3944.50,False
2977-CEBSX,66,Yes,DSL,Two year,Yes,Credit card (automatic),90.05,5965.95,False
0177-PXBAT,33,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.90,3694.70,False
6599-CEBNN,34,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,True
2519-ERQOJ,33,No,DSL,Month-to-month,Yes,Electronic check,54.60,1803.70,False
5876-QMYLD,23,Yes,No,One year,No,Mailed check,20.05,415.10,False
2277-AXSDC,32,Yes,No,One year,No,Bank transfer (automatic),19.75,624.15,False
9442-JTWDL,11,Yes,No,One year,No,Credit card (automatic),20.05,237.70,False
0979-PHULV,69,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.45,7007.60,True
3067-SVMTC,68,Yes,DSL,One year,No,Bank transfer (automatic),55.90,3848.80,False
5495-GPSRW,20,Yes,No,Two year,Yes,Mailed check,19.70,419.40,False
7606-BPHHN,72,Yes,No,Two year,Yes,Credit card (automatic),19.80,1468.75,False
4742-DRORA,60,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),95.40,5812.00,False
0111-KLBQG,32,Yes,Fiber optic,Month-to-month,Yes,Mailed check,93.95,2861.45,False
4800-VHZKI,1,Yes,No,Month-to-month,Yes,Mailed check,19.90,19.90,True
7989-CHGTL,1,Yes,No,Month-to-month,Yes,Mailed check,19.60,19.60,True
0334-GDDSO,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.35,233.70,True
4163-NCJAK,46,Yes,No,One year,Yes,Bank transfer (automatic),24.45,1066.15,False
5233-AOZUF,29,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.95,2149.05,False
5973-EJGDP,51,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.35,4473.00,False
1996-DBMUS,48,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,False
7916-VCCPB,16,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,False
4686-GEFRM,70,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),98.70,6858.90,False
5249-QYHEX,40,Yes,No,Two year,Yes,Mailed check,24.80,1024.70,False
0578-SKVMF,22,Yes,Fiber optic,Month-to-month,No,Electronic check,83.30,1845.90,True
5564-NEMQO,1,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.30,75.30,True
2233-FAGXV,5,Yes,No,Month-to-month,Yes,Mailed check,24.30,132.25,False
5605-IYGFG,7,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,False
7663-ZTEGJ,29,Yes,Fiber optic,One year,No,Credit card (automatic),100.55,2830.45,False
3935-TBRZZ,44,Yes,No,One year,No,Mailed check,25.70,1110.50,False
8111-BKVDS,10,No,DSL,Month-to-month,No,Bank transfer (automatic),40.70,449.30,False
2055-SIFSS,55,Yes,DSL,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,False
2806-MLNTI,52,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),105.10,5376.40,False
8734-DKSTZ,10,Yes,Fiber optic,Month-to-month,No,Electronic check,85.95,858.60,False
4360-PNRQB,18,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.60,1395.05,False
6152-ONASV,68,Yes,DSL,One year,No,Bank transfer (automatic),58.25,3975.70,False
9063-ZGTUY,61,Yes,No,Month-to-month,Yes,Mailed check,19.40,1182.55,True
7781-HVGMK,72,No,DSL,Two year,Yes,Credit card (automatic),65.20,4784.45,False
2181-UAESM,2,Yes,DSL,Month-to-month,No,Electronic check,53.45,119.50,False
2957-LOLHO,12,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),45.40,518.90,True
6048-NJXHX,41,Yes,No,Two year,Yes,Electronic check,19.75,899.45,False
2320-SLKMB,26,No,DSL,Month-to-month,Yes,Credit card (automatic),44.45,1183.80,False
4980-URKXC,36,Yes,No,One year,No,Bank transfer (automatic),20.85,720.05,False
4376-KFVRS,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),114.05,8468.20,False
5886-VLQVU,35,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.20,False
3577-AMVUX,1,Yes,DSL,Month-to-month,No,Mailed check,55.05,55.05,False
0771-WLCLA,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,112.95,1882.55,False
5628-RKIFK,49,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),101.55,5070.40,False
0206-TBWLC,54,Yes,Fiber optic,One year,Yes,Mailed check,114.65,6049.50,False
2937-FTHUR,18,Yes,DSL,Month-to-month,No,Electronic check,64.80,1166.70,False
1910-FMXJM,36,Yes,Fiber optic,Month-to-month,No,Electronic check,80.40,2937.65,False
7752-XUSCI,60,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.90,6396.45,True
4110-PFEUZ,1,Yes,Fiber optic,Month-to-month,No,Mailed check,69.55,69.55,True
0732-OCQOC,52,Yes,No,Two year,Yes,Bank transfer (automatic),25.05,1270.25,False
5168-MSWXT,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.75,759.55,False
1090-ESELR,72,Yes,Fiber optic,Two year,No,Bank transfer (automatic),105.50,7611.55,False
8592-PLTMQ,64,Yes,No,One year,No,Mailed check,24.70,1642.75,False
5760-WRAHC,22,Yes,DSL,Month-to-month,Yes,Mailed check,69.75,1545.40,False
8847-GEOOQ,60,No,DSL,Month-to-month,Yes,Bank transfer (automatic),60.20,3582.40,False
0256-LTHVJ,28,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.05,2227.10,True
4785-FCIFB,61,Yes,No,Two year,No,Mailed check,24.40,1417.90,False
8313-NDOIA,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,104.15,2494.65,False
5149-CUZUJ,28,Yes,Fiber optic,One year,No,Bank transfer (automatic),92.90,2768.35,False
0942-KOWSM,30,Yes,DSL,Two year,No,Bank transfer (automatic),80.80,2369.30,False
4237-CLSMM,2,Yes,No,Month-to-month,No,Mailed check,20.00,38.00,False
1452-VOQCH,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.10,75.10,False
4719-UMSIY,6,Yes,No,Month-to-month,No,Mailed check,19.65,100.90,False
6614-VBEGU,24,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,False
0880-TKATG,4,Yes,Fiber optic,Month-to-month,No,Electronic check,101.15,385.90,True
3811-VBYBZ,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.80,673.25,True
1480-BKXGA,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),116.05,8404.90,False
2996-XAUVF,70,No,DSL,Two year,Yes,Mailed check,40.05,2799.75,False
9076-AXYIK,64,Yes,Fiber optic,Two year,No,Electronic check,102.10,6538.45,False
5968-XQIVE,72,Yes,Fiber optic,One year,Yes,Electronic check,89.70,6588.95,False
8896-RAZCR,44,Yes,No,Two year,No,Mailed check,19.90,868.10,False
4640-UHDOS,13,Yes,DSL,Month-to-month,No,Electronic check,55.95,734.35,True
4933-IKULF,17,Yes,No,One year,No,Mailed check,20.65,330.60,False
3583-EKAPL,1,Yes,DSL,Month-to-month,Yes,Electronic check,55.00,55.00,True
1304-BCCFO,9,Yes,DSL,Month-to-month,Yes,Mailed check,70.05,564.40,False
4104-PVRPS,24,Yes,DSL,Month-to-month,No,Mailed check,53.60,1315.35,False
9399-APLBT,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.70,74.70,True
2359-KMGLI,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.25,1861.50,True
3780-DDGSE,35,Yes,DSL,Month-to-month,Yes,Electronic check,76.05,2747.20,False
4431-EDMIQ,7,Yes,DSL,Month-to-month,Yes,Electronic check,75.70,554.05,False
0306-JAELE,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.10,453.40,True
6227-HWPWX,15,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),69.00,994.80,True
0486-LGCCH,11,Yes,No,Two year,No,Mailed check,19.65,225.75,False
0447-BEMNG,48,No,DSL,Month-to-month,Yes,Bank transfer (automatic),45.30,2145.00,True
4612-SSVHJ,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.45,1671.60,False
5168-MQQCA,72,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),108.50,8003.80,False
5949-XIKAE,8,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.55,680.05,True
7971-HLVXI,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),84.50,6130.85,False
9094-AZPHK,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.15,1415.00,False
3649-JPUGY,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),88.60,6201.95,False
4472-LVYGI,0,No,DSL,Two year,Yes,Bank transfer (automatic),52.55,0.00,False
8372-JUXUI,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.35,74.35,True
3552-CTCYF,63,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),104.80,6597.25,False
6778-YSNIH,2,Yes,DSL,Month-to-month,Yes,Electronic check,59.00,114.15,False
0388-EOPEX,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.40,139.40,True
5756-OZRIO,61,Yes,DSL,One year,No,Bank transfer (automatic),64.05,3902.60,False
6579-JPICP,1,Yes,No,Month-to-month,No,Mailed check,20.40,20.40,False
8205-OTCHB,22,No,DSL,One year,Yes,Bank transfer (automatic),43.75,903.60,True
4134-BSXLX,28,Yes,DSL,Month-to-month,No,Mailed check,60.90,1785.65,False
0505-SPOOW,70,Yes,No,Two year,No,Bank transfer (automatic),19.80,1397.65,False
6235-VDHOM,5,No,DSL,Month-to-month,No,Electronic check,28.45,131.05,True
7783-YKGDV,12,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.70,1238.45,True
4374-YMUSQ,34,Yes,Fiber optic,One year,No,Credit card (automatic),116.25,3899.05,False
4513-CXYIX,71,Yes,Fiber optic,Two year,Yes,Credit card (automatic),80.70,5676.00,False
3957-HHLMR,70,Yes,DSL,One year,No,Bank transfer (automatic),65.20,4543.15,False
7803-XOCCZ,52,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.80,False
5736-YEJAX,69,Yes,DSL,Two year,Yes,Credit card (automatic),79.45,5502.55,False
5609-CEBID,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.10,1782.40,True
8981-FJGLA,11,Yes,Fiber optic,Month-to-month,Yes,Mailed check,78.00,851.80,False
7218-HKQFK,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.20,167.50,True
4636-QRJKY,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.50,502.85,True
1135-LMECX,1,Yes,No,Month-to-month,No,Mailed check,19.85,19.85,False
4332-MUOEZ,20,Yes,Fiber optic,One year,No,Credit card (automatic),94.30,1818.30,False
8535-SFUTN,61,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.45,6300.15,False
5956-VKDTT,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.35,334.80,True
8677-HDZEE,56,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,False
2475-MROZF,30,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.00,2852.40,False
9412-GHEEC,40,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),104.80,4131.95,True
3482-ABPKK,28,Yes,DSL,One year,No,Mailed check,54.30,1546.30,False
6705-LXORM,5,Yes,Fiber optic,Month-to-month,No,Electronic check,70.05,302.60,False
0257-ZESQC,27,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.20,1929.35,True
7531-GQHME,12,Yes,No,Month-to-month,No,Credit card (automatic),20.05,265.45,False
5174-ITUMV,67,Yes,Fiber optic,One year,Yes,Electronic check,105.40,6989.45,False
4109-CYRBD,29,Yes,DSL,Month-to-month,Yes,Electronic check,51.60,1442.00,False
0913-XWSCN,55,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),85.50,4713.40,False
6825-UYPFK,23,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),75.60,1758.60,True
8397-MVTAZ,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.05,3480.00,True
0750-EBAIU,52,Yes,Fiber optic,One year,No,Electronic check,91.25,4738.30,False
8606-CIQUL,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),115.75,8399.15,False
3571-DPYUH,58,Yes,Fiber optic,One year,Yes,Credit card (automatic),94.70,5430.35,False
7601-GNDYK,35,Yes,No,Two year,No,Mailed check,19.60,686.95,False
0356-OBMAC,56,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),99.90,5706.30,False
8067-NIOYM,24,Yes,No,Two year,Yes,Credit card (automatic),21.10,490.65,False
1403-GYAFU,70,Yes,No,Two year,No,Credit card (automatic),20.05,1360.25,False
4234-XTNEA,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.95,174.45,False
1297-VQDRP,68,Yes,Fiber optic,One year,Yes,Credit card (automatic),107.15,7379.80,False
9282-IZGQK,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.00,85.00,True
5348-CAGXB,12,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.55,1021.75,False
0621-HJWXJ,63,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,False
5844-QVTAT,33,Yes,DSL,One year,Yes,Mailed check,58.45,1955.40,False
8905-IAZPF,69,Yes,Fiber optic,One year,Yes,Credit card (automatic),95.65,6744.20,False
5394-MEITZ,60,Yes,DSL,Two year,Yes,Bank transfer (automatic),80.60,4946.70,False
6859-QNXIQ,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),113.10,8248.50,False
2782-LFZVW,11,Yes,DSL,Month-to-month,Yes,Mailed check,58.95,601.60,False
2866-IKBTM,1,Yes,No,Month-to-month,No,Mailed check,19.55,19.55,False
1342-JPNKI,10,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),86.05,834.10,True
2817-NTQDO,13,No,DSL,Month-to-month,Yes,Credit card (automatic),45.55,597.00,True
7129-AZJDE,34,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),78.95,2647.20,False
6986-IJDHX,39,Yes,Fiber optic,Month-to-month,Yes,Mailed check,86.30,3266.00,True
2560-PPCHE,65,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),105.05,6744.25,False
4676-MQUEA,50,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),101.90,5265.50,False
8138-EALND,15,Yes,No,Month-to-month,No,Mailed check,19.75,311.60,False
3580-HYCSP,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),110.30,7966.90,False
1352-HNSAW,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),115.60,8220.40,False
2075-PUEPR,55,Yes,No,Two year,No,Bank transfer (automatic),19.35,1153.25,False
1982-FEBTD,23,Yes,No,Two year,Yes,Credit card (automatic),25.60,514.75,False
5301-GAUUY,32,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,True
5791-KAJFD,56,Yes,DSL,One year,Yes,Bank transfer (automatic),68.75,3808.00,False
2654-VBVPB,1,Yes,No,Month-to-month,No,Bank transfer (automatic),19.90,19.90,False
1154-HYWWO,38,Yes,DSL,One year,No,Mailed check,70.60,2708.20,False
2501-XWWTZ,11,Yes,Fiber optic,Month-to-month,No,Electronic check,70.20,760.05,False
