Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents
Sandoz Inc.,00781342780,TREPROSTINIL INJECTION 100MG/20ML (5MG/ML) 1LIVI,2019-03-25,5729.9400,Sandoz Inc. currently only sells treprostinil in the U.S. Sandoz Inc.'s commercialization partner has sales resources in the field detailing this product to healthcare providers. The WAC is priced lower than the brand WAC.,,52000,,,,,,,"Estimated number of patients is approximately 52,000, based on patients that have been diagnosed with Pulmonary Arterial Hypertension (PAH) in the United States. Source: (DataMonitor) 2016   Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/California-SB17-New-Drug-Report-Submission-ID-90776.pdf
Sandoz Inc.,00781343080,TREPROSTINIL INJECTION 200MG/20ML (10MG/ML) 1LIVI,2019-03-25,11459.8800,Sandoz Inc. currently only sells treprostinil in the U.S. Sandoz Inc.'s commercialization partner has sales resources in the field detailing this product to healthcare providers. The WAC is priced lower than the brand WAC.,,52000,,,,,,,"Estimated number of patients is approximately 52,000, based on patients that have been diagnosed with Pulmonary Arterial Hypertension (PAH) in the United States. Source: (DataMonitor) 2016   Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/California-SB17-New-Drug-Report-Submission-ID-90776.pdf
Sandoz Inc.,00781307912,FULVESTRANT 250MG/5ML 2LISY,2019-05-29,1745.1500,This launch is specific to the U.S. Sandoz Inc. is currently contracting within the oncology space. The WAC is priced lower than the WAC of the reference product.,,187628,,,,,,,"Sandoz’s Fulvestrant Injection is a hormonal therapy medicine used to treat breast cancer in women with: Hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced breast cancer, who have gone through menopause and have not been previously treated with endocrine therapy, HR-positive advanced breast cancer, who have gone through menopause and whose disease has progressed after endocrine therapy, HR-positive, HER2-negative advanced breast cancer or breast cancer that has spread to other parts of the body (metastatic), in combination with palbociclib or abemaciclib in women whose disease has progressed after endocrine therapy. According to Kantar Health, there is an estimated 187,628 patients with this condition in the United States. Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product.",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/California-SB17-New-Drug-Report-Submission-ID-103955.pdf
GlaxoSmithKline,00173089201,NUCALA INJ 100 MG/ML,2019-06-17,2954.7300,,1,,,,,,,,"Regarding estimated number of patients in the US  that may be prescribed NUCALA (NDC: 00173089201) for severe eosinophilic asthma, GSK has not released this information in the public domain and is limiting its response to that which is publicly available pursuant to California Code of Regulations, Title 22, Division 7, Chapter 9.5 Section 96076(c).  Regarding estimated number of patients in the US that may be prescribed NUCALA (NDC: 00173089201) for its second indication, Eosinophilic Granulomatosis with Polyangiitis (EGPA), approximately five people out of every one million will be diagnosed with EGPA each year worldwide.  Diagnosed patients may or may not be prescribed NUCALA (NDC: 00173089201) depending on their known resistance to the medicines and other patient specific factors such as allergic reactions or other medical conditions that may preclude a patient's ability to be effectively treated with NUCALA (NDC: 00173089201).  GSK has not released NUCALA's (NDC: 00173089201) marketing or pricing plan information in the public domain and is limiting its response to that which is publicly available pursuant to California Code of Regulations, Title 22, Division 7, Chapter 9.5 Section 96076(c).  NUCALA (NDC: 00173089201) was developed by GSK.",
GlaxoSmithKline,00173089242,NUCALA INJ 100 MG/ML,2019-06-17,2954.7300,,1,,,,,,,,"Regarding estimated number of patients in the US  that may be prescribed NUCALA (NDC: 00173089242) for severe eosinophilic asthma, GSK has not released this information in the public domain and is limiting its response to that which is publicly available pursuant to California Code of Regulations, Title 22, Division 7, Chapter 9.5 Section 96076(c).  Regarding estimated number of patients in the US that may be prescribed NUCALA (NDC: 00173089242) for its second indication, Eosinophilic Granulomatosis with Polyangiitis (EGPA), approximately five people out of every one million will be diagnosed with EGPA each year worldwide.  Diagnosed patients may or may not be prescribed NUCALA (NDC: 00173089242) depending on their known resistance to the medicines and other patient specific factors such as allergic reactions or other medical conditions that may preclude a patient's ability to be effectively treated with NUCALA (NDC: 00173089242).  GSK has not released NUCALA's (NDC: 00173089242) marketing or pricing plan information in the public domain and is limiting its response to that which is publicly available pursuant to California Code of Regulations, Title 22, Division 7, Chapter 9.5 Section 96076(c).  NUCALA (NDC: 00173089242) was developed by GSK.",
Genentech USA,50242014301,Actemra Pen - 162mg (0.9mL),2019-01-07,984.7200,"Marketing activities that support the launch of a new medicine are designed to raise awareness and understanding with healthcare providers and - in some cases - patients about the approved indication(s), efficacy and safety data contained within the medicine's FDA approved label.  We take decisions related to the prices of our medicines very seriously. When determining pricing, we consider a number of factors including: how well the medicine works and how it compares to other available treatments; the financial resources required to continue discovering new medicines for people with serious diseases; and how to ensure that the price doesn’t prevent our medicines getting to people who need them.",,,1,1,,,,,Genentech does not publicly disclose the estimated volume of patients who may be prescribed Actemra Pen - 162mg (0.9mL).,
Genentech USA,50242091801,Tecentriq 840 mg (14mL),2019-03-23,6216.3800,"Marketing activities that support the launch of a new medicine are designed to raise awareness and understanding with healthcare providers and - in some cases - patients about the approved indication(s), efficacy and safety data contained within the medicine's FDA approved label.   We take decisions related to the prices of our medicines very seriously. When determining pricing, we consider a number of factors including: how well the medicine works and how it compares to other available treatments; the financial resources required to continue discovering new medicines for people with serious diseases; and how to ensure that the price doesn’t prevent our medicines getting to people who need them.",,0,,,,,,,Genentech does not publicly disclose the estimated volume of patients who may be prescribed Tecentriq – 840mg (14mL).  Tecentriq – 840mg (14mL) was developed by Genentech.,
Genentech USA,50242007701,Herceptin Hylecta - 600mg (5mL) Inject Sol,2019-04-08,4675.2400,"Marketing activities that support the launch of a new medicine are designed to raise awareness and understanding with healthcare providers and - in some cases - patients about the approved indication(s), efficacy and safety data contained within the medicine's FDA approved label.   We take decisions related to the prices of our medicines very seriously. When determining pricing, we consider a number of factors including: how well the medicine works and how it compares to other available treatments; the financial resources required to continue discovering new medicines for people with serious diseases; and how to ensure that the price doesn’t prevent our medicines getting to people who need them.",,0,,,,,,,Genentech does not publicly disclose the estimated volume of patients who may be prescribed Herceptin Hylecta - 600mg (5mL) Inject Sol.   Herceptin Hylecta - 600mg (5mL) Inject Sol. was developed by Genentech USA Inc.,
Genentech USA,50242010501,Polivy 140mg Vial,2019-06-10,15000.0000,"Marketing activities that support the launch of a new medicine are designed to raise awareness and understanding with healthcare providers and - in some cases - patients about the approved indication(s), efficacy and safety data contained within the medicine's FDA approved label.   We take decisions related to the prices of our medicines very seriously. When determining pricing, we consider a number of factors including: how well the medicine works and how it compares to other available treatments; the financial resources required to continue discovering new medicines for people with serious diseases; and how to ensure that the price doesn’t prevent our medicines getting to people who need them.",,0,1,1,,,,,Genentech does not publicly disclose the estimated volume of patients who may be prescribed Polivy 140mg Vial. Polivy 140mg Vial was developed on Genentech USA Inc,
Genentech USA,50242009130,Rozlytrek 100 mg 30 capsules,2019-08-22,5600.0000,"Marketing activities that support the launch of a new medicine are designed to raise awareness and understanding with healthcare providers and - in some cases - patients about the approved indication(s), efficacy and safety data contained within the medicine's FDA approved label.   We take decisions related to the prices of our medicines very seriously. When determining pricing, we consider a number of factors including: how well the medicine works and how it compares to other available treatments; the financial resources required to continue discovering new medicines for people with serious diseases; and how to ensure that the price doesn’t prevent our medicines getting to people who need them.",,0,1,1,,,,,Rozlytrek 100mg 30 capsules was not acquired from a third party.  Genentech does not publicly disclose the estimated volume of patients who may be prescribed Rozlytrek 100mg 30 capsules.,
